CRESTRON - DEALER PRICE LIST - 10th January 2025,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
686,Cresnet® Partition Sensor,6507062,GLS-PART-CN,58560,488,634.4,0.180000000000023,976,,,,,,,,
687,IR Remote for GLS Occupancy Sensors,6505250,GLS-REMOTE-ODT/OIR,14520,121,157.3,0.180000000000023,242,,,,,,,,
688,Crestron Green Light® Sensor Integration Module,6502480,GLS-SIM,9600,80,104,0.180000000000023,160,,,,,,,,
689,USB Converter with HDMI® and Analog Audio Input,6512272,HD-CONV-USB-300,65400,545,708.5,0.180000000000023,1090,,,,,,,,
690,8K Smart Display Controller with HDMI® connectivity,6512219,HD-CTL-101,46200,385,500.5,0.180000000000023,770,,,,,,,,
691,1:2 HDMI® Distribution Amplifier w/4K60 4:4:4 & HDR Support,6509696,HD-DA2-4KZ-E,29280,244,317.2,0.180000000000023,488,,,,,,,,
692,1:4 HDMI® Distribution Amplifier w/4K60 4:4:4 & HDR Support,6509697,HD-DA4-4KZ-E,40200,335,435.5,0.180000000000023,670,,,,,,,,
693,1:8 HDMI® Distribution Amplifier w/4K60 4:4:4 & HDR Support,6509698,HD-DA8-4KZ-E,72600,605,786.5,0.180000000000023,1210,,,,,,,,
694,"DM® Essentials 4K60 4:4:4 eARC Transmitter/Receiver Kit for HDMI®, RS-232, IR, and Optical Audio Signal Extension over CATx Cable",6513946,HD-EARC KIT,79200,660,858,0.180000000000023,1320,,,,,,,,
695,4K HDMI® & USB over HDBaseT® Extender 2000,6508473,HD-EXT-USB-2000-C,66000,550,715,0.180000000000023,1100,,,,,,,,
696,2x1 8K AV Switcher and Smart Display Controller,6512221,HD-MD2X1-8K,52800,440,572,0.180000000000024,880,,,,,,,,
697,"4K 3x1 Scaling Auto-Switcher and DM Lite® Wall Plate Extender, Black, over CATx Cable
 [Limited Supply]",6511022,HD-MD-4K-300-2G-B KIT,145200,1210,1573,0.180000000000024,2420,,Not in Pricelist,,,,,,
698,"4K 4x1 Scaling Auto-Switcher and DM Lite® Extender over CATx Cable
 [Limited Supply]",6511024,HD-MD-4K-400 KIT,130680,1089,1415.7,0.180000000000024,2178,,,,,,,,
699,4x1 4K60 4:4:4 HDR AV Switcher,6511306,HD-MD4X1-4KZ-E,58080,484,629.2,0.180000000000024,968,,,,,,,,
700,4x2 4K60 4:4:4 HDR AV Switcher,6511307,HD-MD4X2-4KZ-E,89520,746,969.8,0.180000000000024,1492,,,,,,,,
701,"4x4 4K60 4:4:4 HDR AV Switcher
 [Limited Supply]",6511308,HD-MD4X4-4KZ-E,207720,1731,2250.3,0.180000000000024,3462,,Not in Pricelist,,,,,,
702,6x2 4K HDMI® Switcher,6507489,HD-MD6X2-4K-E,79920,666,865.8,0.180000000000024,1332,,,,,,,,
703,"8x4 4K60 4:4:4 HDR AV Switcher
 [Limited Supply]",6511309,HD-MD8X4-4KZ-E,259680,2164,2813.2,0.180000000000024,4328,,Not in Pricelist,,,,,,
704,8x8 4K60 4:4:4 HDR AV Switcher,6511310,HD-MD8X8-4KZ-E,287520,2396,3114.8,0.180000000000024,4792,,,,,,,,
705,4x1 4K60 4:4:4 HDR Presentation System,6511414,HD-PS401,232320,1936,2516.8,0.180000000000024,3872,,,,,,,,
706,4x2 4K60 4:4:4 HDR Presentation System,6511415,HD-PS402,261360,2178,2831.4,0.180000000000024,4356,,,,,,,,
707,8x2 4K60 4:4:4 HDR Presentation System,6511418,HD-PS622,348480,2904,3775.2,0.180000000000024,5808,,,,,,,,
708,DMPS Essentials 4K Multiformat 2x1 AV Switch and Receiver,6510860,HD-RX-4K-210-C-E,94440,787,1023.1,0.180000000000024,1574,,,,,,,,
709,DMPS Lite™ 4K Multiformat 5x1 AV Switch and Receiver,6510864,HD-RX-4K-510-C-E,236040,1967,2557.1,0.180000000000024,3934,,,,,,,,
710,"DM® Essentials 4K60 4:4:4 Receiver for HDMI®, RS-232, and IR Signal Extension over CATx Cable",6511815,HD-RXC-4KZ-101,28440,237,308.1,0.180000000000024,474,,,,,,,,
711,"DM® Essentials 4K60 4:4:4 Receiver for HDMI®, RS-232, and IR Signal Extension over CATx Cable, Wall Plate, Black",6511814,HD-RXC-4KZ-101-1G-B,32400,270,351,0.180000000000024,540,,,,,,,,
712,"DM® Essentials 4K60 4:4:4 Receiver for HDMI®, RS-232, IR, and Analog Audio Signal Extension over CATx Cable",6511922,HD-RXCA-4KZ-101,35640,297,386.1,0.180000000000024,594,,,,,,,,
713,"DM® Essentials 4K60 4:4:4 Receiver for HDMI® and USB 2.0 Signal Extension over CATx Cable, Wall Plate, Black",6511932,HD-RXU-4KZ-101-2G-B,56160,468,608.4,0.180000000000024,936,,,,,,,,
714,"DM® Essentials 4K60 4:4:4 Receiver for HDMI®, USB 2.0, and Ethernet Signal Extension over CATx Cable",6511924,HD-RXU-4KZ-101-E,56160,468,608.4,0.180000000000024,936,,,,,,,,
715,DM® Essentials 4K60 4:4:4 Receiver and 2x2 Auto-Switcher for HDMI® and USB 2.0 Signal Extension over CATx Cable,6511929,HD-RXU-4KZ-202,92400,770,1001,0.180000000000024,1540,,,,,,,,
716,"High-Definition Video Scaler, HDMI® In, HDMI Out",6507570,HD-SCALER-HD-E,36360,303,393.9,0.180000000000024,606,,Not in Pricelist,,,,,,
717,"High-Definition Video Scaler, VGA In, HDMI® Out",6507571,HD-SCALER-VGA-E,43560,363,471.9,0.180000000000024,726,,,,,,,,
718,"DM Lite® Transmitter and 2x1 Auto-Switcher for HDMI®, VGA, and Analog Audio Signal Extension over CATx Cable, Wall Plate, Black Textured
 [Limited Supply]",6508207,HD-TX-201-C-2G-E-B-T,69120,576,748.8,0.180000000000024,1152,,,,,,,,
719,"DM Lite® Transmitter and 3x1 Auto-Switcher for HDMI®, VGA, and Analog Audio Signal Extension over CATx Cable
 [Limited Supply]",6510376,HD-TX-301-C-E,58080,484,629.2,0.180000000000024,968,,,,,,,,
720,DM® Essentials 4K60 4:4:4 Transmitter for USB-C® DisplayPort™ Signal Extension over CATx Cable,6511805,HD-TX-4KZ-111,30360,253,328.9,0.180000000000024,506,,,,,,,,
721,"DM® Essentials 4K60 4:4:4 Transmitter for USB-C® DisplayPort™ Signal Extension over CATx Cable, Wall Plate, Black",6511803,HD-TX-4KZ-111-1G-B,34320,286,371.8,0.180000000000024,572,,,,,,,,
722,"DM® Essentials 4K60 4:4:4 Transmitter for USB-C® DisplayPort™ Signal Extension over CATx Cable, Wall Plate, White",6511804,HD-TX-4KZ-111-1G-W,34320,286,371.8,0.180000000000024,572,,,,,,,,
723,DM® Essentials 4K60 4:4:4 Transmitter and 2x1 Auto-Switcher for HDMI® Signal Extension over CATx Cable,6511912,HD-TX-4KZ-201,58080,484,629.2,0.180000000000024,968,,,,,,,,
724,DM® Essentials 4K60 4:4:4 Transmitter and 4x1 Auto-Switcher for HDMI® Signal Extension over CATx Cable,6511914,HD-TX-4KZ-401,72600,605,786.5,0.180000000000024,1210,,,,,,,,
725,DM® Essentials 4K60 4:4:4 Transmitter and 4x1 Auto-Switcher for HDMI® and USB-C® DisplayPort™ Signal Extension over CATx Cable,6511915,HD-TX-4KZ-421-CHGR,94440,787,1023.1,0.180000000000025,1574,,,,,,,,
726,"DM® Essentials 4K60 4:4:4 Transmitter for HDMI®, RS-232, and IR Signal Extension over CATx Cable",6511811,HD-TXC-4KZ-101,28440,237,308.1,0.180000000000025,474,,,,,,,,
727,"DM® Essentials 4K60 4:4:4 Transmitter for HDMI®, RS-232, and IR Signal Extension over CATx Cable, Wall Plate, Black",6511809,HD-TXC-4KZ-101-1G-B,32400,270,351,0.180000000000025,540,,,,,,,,
728,"DM® Essentials 4K60 4:4:4 Transmitter for HDMI®, RS-232, and IR Signal Extension over CATx Cable, Wall Plate, White",6511810,HD-TXC-4KZ-101-1G-W,32400,270,351,0.180000000000025,540,,,,,,,,
729,"DM® Essentials 4K60 4:4:4 Transmitter for HDMI®, RS-232, IR, and Analog Audio Signal Extension over CATx Cable",6511920,HD-TXCA-4KZ-101,35640,297,386.1,0.180000000000025,594,,,,,,,,
730,"DM® Essentials 4K60 4:4:4 Transmitter for USB-C® DisplayPort™ and USB 2.0 Signal Extension over CATx Cable, Wall Plate, Black",6511930,HD-TXU-4KZ-111-2G-B,56160,468,608.4,0.180000000000025,936,,,,,,,,
731,"DM® Essentials 4K60 4:4:4 Transmitter for USB-C® DisplayPort™ and USB 2.0 Signal Extension over CATx Cable, Wall Plate, White",6511931,HD-TXU-4KZ-111-2G-W,56160,468,608.4,0.180000000000025,936,,,,,,,,
732,"DM® Essentials 4K60 4:4:4 Transmitter for USB-C® DisplayPort™, USB 2.0, and Ethernet Signal Extension over CATx Cable",6511923,HD-TXU-4KZ-111-E,56160,468,608.4,0.180000000000025,936,,,,,,,,
733,"DM® Essentials 4K60 4:4:4 Transmitter and 2x1 Auto-Switcher for HDMI®, USB-C® DisplayPort™, and USB 2.0 Signal Extension over CATx Cable",6511927,HD-TXU-4KZ-211,85800,715,929.5,0.180000000000025,1430,,,,,,,,
734,"DM® Essentials 4K60 4:4:4 Transmitter and 2x1 Auto-Switcher for HDMI®, USB-C® DisplayPort™, and USB 2.0 Signal Extension over CATx Cable with Device Charging",6511928,HD-TXU-4KZ-211-CHGR,99000,825,1072.5,0.180000000000025,1650,,,,,,,,
735,4K Multi-Window Video Processor with HDBaseT® & HDMI® Outputs,6507977,HD-WP-4K-401-C,467640,3897,5066.1,0.180000000000025,7794,,,,,,,,
736,"Handheld Remote, 50 Button, Black",6507059,HR-150-B,25560,213,276.9,0.180000000000025,426,,,,,,,,
737,"Handheld Remote, US & Canada",6508584,HR-310,,,,0.180000000000025,,,,,,,,,
738,"Backlit Engravable Buttons for HR-310 & HR-310-I, Engraving Not Included",6508586,HR-310-BTN BLANK,3720,31,40.3,0.180000000000025,62,,,,,,,,
739,"Backlit Engravable Buttons for HR-310 & HR-310-I, Includes Custom Engraving",6508587,HR-310-BTN ENGRAVED,3720,31,40.3,0.180000000000025,62,,,,,,,,
740,"Handheld Remote, International",6509926,HR-310-I,29040,242,314.6,0.180000000000025,484,,Not in Pricelist,,,,,,
741,"Single Backlit Engravable Button Cap for HR-100 & HR-150, Black, Engraving Not Included",6507401,HR-BTN-B_BLANK,840,7,9.1,0.180000000000025,14,,,,,,,,
742,"Single Backlit Engravable Button Cap for HR-100 & HR-150, Black, Includes Custom Engraving",6507402,HR-BTN-B_ENGRAVED,840,7,9.1,0.180000000000025,14,,,,,,,,
743,"Wireless Tabletop Keypad, Black Textured",6503202,HTT-B10EX-B-T,32760,273,354.9,0.180000000000025,546,,,,,,,,
744,"Wireless Tabletop Keypad, White Textured",6503201,HTT-B10EX-W-T,32760,273,354.9,0.180000000000025,546,,,,,,,,
745,"Battery-Powered infiNET EX® 2-button Wireless Keypad, Black Textured",6506452,HTT-B2EX-BATT-B-T,14520,121,157.3,0.180000000000025,242,,,,,,,,
746,"Battery-Powered infiNET EX® 2-button Wireless Keypad w/Custom Engraving, Black Textured",6507030,HTT-B2EX-BATT-B-T_ENGRAVED,16800,140,182,0.180000000000025,280,,,,,,,,
747,"Battery-Powered infiNET EX® 2-button Wireless Keypad, White Textured",6506451,HTT-B2EX-BATT-W-T,14520,121,157.3,0.180000000000025,242,,,,,,,,
748,"Battery-Powered infiNET EX® 2-button Wireless Keypad w/Custom Engraving, White Textured",6507032,HTT-B2EX-BATT-W-T_ENGRAVED,16800,140,182,0.180000000000025,280,,,,,,,,
749,"Horizon® 2 Keystone Plate, 1 position, Almond",6512545,HZ2A-KEY1-A,3960,33,42.9,0.180000000000025,66,,,,,,,,
750,"Horizon® 2 Keystone Plate, 1 position, Black",6512548,HZ2A-KEY1-B,3960,33,42.9,0.180000000000025,66,,,,,,,,
751,"Horizon® 2 Keystone Plate, 1 position, White",6512542,HZ2A-KEY1-W,3960,33,42.9,0.180000000000025,66,,,,,,,,
752,"Horizon® 2 Keystone Plate, 2 position, Almond",6512546,HZ2A-KEY2-A,3960,33,42.9,0.180000000000025,66,,,,,,,,
753,"Horizon® 2 Keystone Plate, 2 position, Black",6512549,HZ2A-KEY2-B,3960,33,42.9,0.180000000000025,66,,,,,,,,
754,"Horizon® 2 Keystone Plate, 2 position, White",6512543,HZ2A-KEY2-W,3960,33,42.9,0.180000000000025,66,,,,,,,,
755,"Horizon® 2 Keystone Plate, 4 position, Almond",6512547,HZ2A-KEY4-A,3960,33,42.9,0.180000000000026,66,,,,,,,,
756,"Horizon® 2 Keystone Plate, 4 position, Black",6512550,HZ2A-KEY4-B,3960,33,42.9,0.180000000000026,66,,,,,,,,
757,"Horizon® 2 Keystone Plate, 4 position, White",6512544,HZ2A-KEY4-W,3960,33,42.9,0.180000000000026,66,,,,,,,,
758,"Horizon® 2 Button Assembly, Style 1, Not Engraved, Almond",6512426,HZ2-BTNS-1-A BLANK,4680,39,50.7,0.180000000000026,78,,,,,,,,
759,"Horizon® 2 Button Assembly, Style 1, Custom Engraved, Almond",6513121,HZ2-BTNS-1-A ENGRAVED,6000,50,65,0.180000000000026,100,,,,,,,,
760,"Horizon® 2 Button Assembly, Style 1, Not Engraved, Black",6512427,HZ2-BTNS-1-B BLANK,4680,39,50.7,0.180000000000026,78,,,,,,,,
761,"Horizon® 2 Button Assembly, Style 1, Custom Engraved, Black",6513122,HZ2-BTNS-1-B ENGRAVED,6000,50,65,0.180000000000026,100,,,,,,,,
762,"Horizon® 2 Button Assembly, Style 1, Custom Engraved, Black Glass",6513345,HZ2-BTNS-1-GLASS-B ENGRAVED,11280,94,122.2,0.180000000000026,188,,,,,,,,
763,"Horizon® 2 Button Assembly, Style 1, Custom Engraved, White Glass",6513347,HZ2-BTNS-1-GLASS-W ENGRAVED,11280,94,122.2,0.180000000000026,188,,,,,,,,
764,"Horizon® 2 Button Assembly, Style 1, Not Engraved, White",6512428,HZ2-BTNS-1-W BLANK,4680,39,50.7,0.180000000000026,78,,,,,,,,
765,"Horizon® 2 Button Assembly, Style 1, Custom Engraved, White",6513123,HZ2-BTNS-1-W ENGRAVED,6000,50,65,0.180000000000026,100,,,,,,,,
766,"Horizon® 2 Button Assembly, Style 2, Not Engraved, Almond",6512429,HZ2-BTNS-2-A BLANK,4680,39,50.7,0.180000000000026,78,,,,,,,,
767,"Horizon® 2 Button Assembly, Style 2, Custom Engraved, Almond",6513124,HZ2-BTNS-2-A ENGRAVED,6000,50,65,0.180000000000026,100,,,,,,,,
768,"Horizon® 2 Button Assembly, Style 2, Not Engraved, Black",6512430,HZ2-BTNS-2-B BLANK,4680,39,50.7,0.180000000000026,78,,,,,,,,
769,"Horizon® 2 Button Assembly, Style 2, Custom Engraved, Black",6513125,HZ2-BTNS-2-B ENGRAVED,6000,50,65,0.180000000000026,100,,,,,,,,
770,"Horizon® 2 Button Assembly, Style 2, Custom Engraved, Black Glass",6513349,HZ2-BTNS-2-GLASS-B ENGRAVED,11280,94,122.2,0.180000000000026,188,,,,,,,,
771,"Horizon® 2 Button Assembly, Style 2, Custom Engraved, White Glass",6513351,HZ2-BTNS-2-GLASS-W ENGRAVED,11280,94,122.2,0.180000000000026,188,,,,,,,,
772,"Horizon® 2 Button Assembly, Style 2, Not Engraved, White",6512431,HZ2-BTNS-2-W BLANK,4680,39,50.7,0.180000000000026,78,,,,,,,,
773,"Horizon® 2 Button Assembly, Style 2, Custom Engraved, White",6513126,HZ2-BTNS-2-W ENGRAVED,6000,50,65,0.180000000000026,100,,,,,,,,
774,"Horizon® 2 Button Assembly, Style 3, Not Engraved, Almond",6512432,HZ2-BTNS-3-A BLANK,4680,39,50.7,0.180000000000026,78,,,,,,,,
775,"Horizon® 2 Button Assembly, Style 3, Custom Engraved, Almond",6513127,HZ2-BTNS-3-A ENGRAVED,6000,50,65,0.180000000000026,100,,,,,,,,
776,"Horizon® 2 Button Assembly, Style 3, Not Engraved, Black",6512433,HZ2-BTNS-3-B BLANK,4680,39,50.7,0.180000000000026,78,,,,,,,,
777,"Horizon® 2 Button Assembly, Style 3, Custom Engraved, Black",6513128,HZ2-BTNS-3-B ENGRAVED,6000,50,65,0.180000000000026,100,,,,,,,,
778,"Horizon® 2 Button Assembly, Style 3, Custom Engraved, Black Glass",6513353,HZ2-BTNS-3-GLASS-B ENGRAVED,11280,94,122.2,0.180000000000026,188,,,,,,,,
779,"Horizon® 2 Button Assembly, Style 3, Custom Engraved, White Glass",6513355,HZ2-BTNS-3-GLASS-W ENGRAVED,11280,94,122.2,0.180000000000026,188,,,,,,,,
780,"Horizon® 2 Button Assembly, Style 3, Not Engraved, White",6512434,HZ2-BTNS-3-W BLANK,4680,39,50.7,0.180000000000026,78,,,,,,,,
781,"Horizon® 2 Button Assembly, Style 3, Custom Engraved, White",6513129,HZ2-BTNS-3-W ENGRAVED,6000,50,65,0.180000000000026,100,,,,,,,,
782,"Horizon® 2 Button Assembly, Style 4, Not Engraved, Almond",6512435,HZ2-BTNS-4-A BLANK,4680,39,50.7,0.180000000000026,78,,,,,,,,
783,"Horizon® 2 Button Assembly, Style 4, Custom Engraved, Almond",6513130,HZ2-BTNS-4-A ENGRAVED,6000,50,65,0.180000000000026,100,,,,,,,,
784,"Horizon® 2 Button Assembly, Style 4, Not Engraved, Black",6512436,HZ2-BTNS-4-B BLANK,4680,39,50.7,0.180000000000027,78,,,,,,,,
785,"Horizon® 2 Button Assembly, Style 4, Custom Engraved, Black",6513131,HZ2-BTNS-4-B ENGRAVED,6000,50,65,0.180000000000027,100,,,,,,,,
786,"Horizon® 2 Button Assembly, Style 4, Custom Engraved, Black Glass",6513357,HZ2-BTNS-4-GLASS-B ENGRAVED,11280,94,122.2,0.180000000000027,188,,,,,,,,
787,"Horizon® 2 Button Assembly, Style 4, Custom Engraved, White Glass",6513359,HZ2-BTNS-4-GLASS-W ENGRAVED,11280,94,122.2,0.180000000000027,188,,,,,,,,
788,"Horizon® 2 Button Assembly, Style 4, Not Engraved, White",6512437,HZ2-BTNS-4-W BLANK,4680,39,50.7,0.180000000000027,78,,,,,,,,
789,"Horizon® 2 Button Assembly, Style 4, Custom Engraved, White",6513132,HZ2-BTNS-4-W ENGRAVED,6000,50,65,0.180000000000027,100,,,,,,,,
790,"Horizon® 2 Button Assembly, Style 5, Not Engraved, Almond",6512438,HZ2-BTNS-5-A BLANK,4680,39,50.7,0.180000000000027,78,,,,,,,,
791,"Horizon® 2 Button Assembly, Style 5, Custom Engraved, Almond",6513133,HZ2-BTNS-5-A ENGRAVED,6000,50,65,0.180000000000027,100,,,,,,,,
792,"Horizon® 2 Button Assembly, Style 5, Not Engraved, Black",6512439,HZ2-BTNS-5-B BLANK,4680,39,50.7,0.180000000000027,78,,,,,,,,
793,"Horizon® 2 Button Assembly, Style 5, Custom Engraved, Black",6513134,HZ2-BTNS-5-B ENGRAVED,6000,50,65,0.180000000000027,100,,,,,,,,
794,"Horizon® 2 Button Assembly, Style 5, Custom Engraved, Black Glass",6513361,HZ2-BTNS-5-GLASS-B ENGRAVED,11280,94,122.2,0.180000000000027,188,,,,,,,,
795,"Horizon® 2 Button Assembly, Style 5, Custom Engraved, White Glass",6513363,HZ2-BTNS-5-GLASS-W ENGRAVED,11280,94,122.2,0.180000000000027,188,,,,,,,,
796,"Horizon® 2 Button Assembly, Style 5, Not Engraved, White",6512440,HZ2-BTNS-5-W BLANK,4680,39,50.7,0.180000000000027,78,,,,,,,,
797,"Horizon® 2 Button Assembly, Style 5, Custom Engraved, White",6513135,HZ2-BTNS-5-W ENGRAVED,6000,50,65,0.180000000000027,100,,,,,,,,
798,"Horizon® 2 Button Assembly, Style 6, Not Engraved, Almond",6512441,HZ2-BTNS-6-A BLANK,4680,39,50.7,0.180000000000027,78,,,,,,,,
799,"Horizon® 2 Button Assembly, Style 6, Custom Engraved, Almond",6513136,HZ2-BTNS-6-A ENGRAVED,6000,50,65,0.180000000000027,100,,,,,,,,
800,"Horizon® 2 Button Assembly, Style 6, Not Engraved, Black",6512442,HZ2-BTNS-6-B BLANK,4680,39,50.7,0.180000000000027,78,,,,,,,,
801,"Horizon® 2 Button Assembly, Style 6, Custom Engraved, Black",6513137,HZ2-BTNS-6-B ENGRAVED,6000,50,65,0.180000000000027,100,,,,,,,,
802,"Horizon® 2 Button Assembly, Style 6, Custom Engraved, Black Glass",6513365,HZ2-BTNS-6-GLASS-B ENGRAVED,11280,94,122.2,0.180000000000027,188,,,,,,,,
803,"Horizon® 2 Button Assembly, Style 6, Custom Engraved, White Glass",6513367,HZ2-BTNS-6-GLASS-W ENGRAVED,11280,94,122.2,0.180000000000027,188,,,,,,,,
804,"Horizon® 2 Button Assembly, Style 6, Not Engraved, White",6512443,HZ2-BTNS-6-W BLANK,4680,39,50.7,0.180000000000027,78,,,,,,,,
805,"Horizon® 2 Button Assembly, Style 6, Custom Engraved, White",6513138,HZ2-BTNS-6-W ENGRAVED,6000,50,65,0.180000000000027,100,,,,,,,,
806,"Horizon® 2 Faceplate, 1-Gang, Almond",6512461,HZ2-FP-G1-A,2640,22,28.6,0.180000000000027,44,,,,,,,,
807,"Horizon® 2 Faceplate, 1-Gang, Black",6512466,HZ2-FP-G1-B,2640,22,28.6,0.180000000000027,44,,,,,,,,
808,"Horizon® 2 Faceplate, 1-Gang, 1-Decorator, Almond",6513032,HZ2-FP-G1-D1-A,2640,22,28.6,0.180000000000027,44,,,,,,,,
809,"Horizon® 2 Faceplate, 1-Gang, 1-Decorator, Black",6513031,HZ2-FP-G1-D1-B,2640,22,28.6,0.180000000000027,44,,,,,,,,
810,"Horizon® 2 Faceplate, 1-Gang, 1-Decorator, White",6513030,HZ2-FP-G1-D1-W,2640,22,28.6,0.180000000000027,44,,,,,,,,
811,"Horizon® 2 Faceplate, 1-Gang, Black Glass",6512467,HZ2-FP-G1-GLASS-B,7920,66,85.8,0.180000000000027,132,,,,,,,,
812,"Horizon® 2 Faceplate, 1-Gang, White Glass",6512473,HZ2-FP-G1-GLASS-W,7920,66,85.8,0.180000000000027,132,,,,,,,,
813,"Horizon® 2 Faceplate, 1-Gang, White",6512472,HZ2-FP-G1-W,2640,22,28.6,0.180000000000027,44,,,,,,,,
814,"Horizon® 2 Faceplate, 2-Gang, Almond",6512474,HZ2-FP-G2-A,3960,33,42.9,0.180000000000028,66,,,,,,,,
815,"Horizon® 2 Faceplate, 2-Gang, Black",6512479,HZ2-FP-G2-B,3960,33,42.9,0.180000000000028,66,,,,,,,,
816,"Horizon® 2 Faceplate, 2-Gang, 1-Decorator, Almond",6513035,HZ2-FP-G2-D1-A,3960,33,42.9,0.180000000000028,66,,,,,,,,
817,"Horizon® 2 Faceplate, 2-Gang, 1-Decorator, Black",6513034,HZ2-FP-G2-D1-B,3960,33,42.9,0.180000000000028,66,,,,,,,,
818,"Horizon® 2 Faceplate, 2-Gang, 1-Decorator, White",6513033,HZ2-FP-G2-D1-W,3960,33,42.9,0.180000000000028,66,,,,,,,,
819,"Horizon® 2 Faceplate, 2-Gang, 2-Decorator, Almond",6513048,HZ2-FP-G2-D2-A,3960,33,42.9,0.180000000000028,66,,,,,,,,
820,"Horizon® 2 Faceplate, 2-Gang, 2-Decorator, Black",6513047,HZ2-FP-G2-D2-B,3960,33,42.9,0.180000000000028,66,,,,,,,,
821,"Horizon® 2 Faceplate, 2-Gang, 2-Decorator, White",6513046,HZ2-FP-G2-D2-W,3960,33,42.9,0.180000000000028,66,,,,,,,,
822,"Horizon® 2 Faceplate, 2-Gang, Black Glass",6512480,HZ2-FP-G2-GLASS-B,9960,83,107.9,0.180000000000028,166,,,,,,,,
823,"Horizon® 2 Faceplate, 2-Gang, White Glass",6512486,HZ2-FP-G2-GLASS-W,9960,83,107.9,0.180000000000028,166,,,,,,,,
824,"Horizon® 2 Faceplate, 2-Gang, White",6512485,HZ2-FP-G2-W,3960,33,42.9,0.180000000000028,66,,,,,,,,
825,"Horizon® 2 Faceplate, 3-Gang, Almond",6512487,HZ2-FP-G3-A,6000,50,65,0.180000000000028,100,,,,,,,,
826,"Horizon® 2 Faceplate, 3-Gang, Black",6512492,HZ2-FP-G3-B,6000,50,65,0.180000000000028,100,,,,,,,,
827,"Horizon® 2 Faceplate, 3-Gang, 1-Decorator, Almond",6513051,HZ2-FP-G3-D1-A,6000,50,65,0.180000000000028,100,,,,,,,,
828,"Horizon® 2 Faceplate, 3-Gang, 1-Decorator, Black",6513050,HZ2-FP-G3-D1-B,6000,50,65,0.180000000000028,100,,,,,,,,
829,"Horizon® 2 Faceplate, 3-Gang, 1-Decorator, White",6513049,HZ2-FP-G3-D1-W,6000,50,65,0.180000000000028,100,,,,,,,,
830,"Horizon® 2 Faceplate, 3-Gang, Black Glass",6512493,HZ2-FP-G3-GLASS-B,13200,110,143,0.180000000000028,220,,,,,,,,
831,"Horizon® 2 Faceplate, 3-Gang, White Glass",6512499,HZ2-FP-G3-GLASS-W,13200,110,143,0.180000000000028,220,,,,,,,,
832,"Horizon® 2 Faceplate, 3-Gang, White",6512498,HZ2-FP-G3-W,6000,50,65,0.180000000000028,100,,,,,,,,
833,"Horizon® 2 Faceplate, 4-Gang, Almond",6512500,HZ2-FP-G4-A,8640,72,93.6,0.180000000000028,144,,,,,,,,
834,"Horizon® 2 Faceplate, 4-Gang, Black",6512505,HZ2-FP-G4-B,8640,72,93.6,0.180000000000028,144,,,,,,,,
835,"Horizon® 2 Faceplate, 4-Gang, 1-Decorator, Almond",6513054,HZ2-FP-G4-D1-A,8640,72,93.6,0.180000000000028,144,,,,,,,,
836,"Horizon® 2 Faceplate, 4-Gang, 1-Decorator, Black",6513053,HZ2-FP-G4-D1-B,8640,72,93.6,0.180000000000028,144,,,,,,,,
837,"Horizon® 2 Faceplate, 4-Gang, 1-Decorator, White",6513052,HZ2-FP-G4-D1-W,8640,72,93.6,0.180000000000028,144,,,,,,,,
838,"Horizon® 2 Faceplate, 4-Gang, Black Glass",6512506,HZ2-FP-G4-GLASS-B,17160,143,185.9,0.180000000000028,286,,,,,,,,
839,"Horizon® 2 Faceplate, 4-Gang, White Glass",6512512,HZ2-FP-G4-GLASS-W,17160,143,185.9,0.180000000000028,286,,,,,,,,
840,"Horizon® 2 Faceplate, 4-Gang, White",6512511,HZ2-FP-G4-W,8640,72,93.6,0.180000000000028,144,,,,,,,,
841,"Horizon® 2 Keypad with Cresnet® Communications, Standard Engraved, Almond",6512513,HZ2-KPCN-A,23160,193,250.9,0.180000000000028,386,,,,,,,,
842,"Horizon® 2 Keypad with Cresnet® Communications, Custom Engraved, Almond",6513082,HZ2-KPCN-A ENGRAVED,23160,193,250.9,0.180000000000028,386,,,,,,,,
843,"Horizon® 2 Keypad with Cresnet® Communications, Standard Engraved, Black",6512514,HZ2-KPCN-B,23160,193,250.9,0.180000000000028,386,,,,,,,,
844,"Horizon® 2 Keypad with Cresnet® Communications, Custom Engraved, Black",6513081,HZ2-KPCN-B ENGRAVED,23160,193,250.9,0.180000000000029,386,,,,,,,,
845,"Horizon® 2 Keypad with Cresnet® Communications, Black Glass",6513332,HZ2-KPCN-GLASS-B,26400,220,286,0.180000000000029,440,,,,,,,,
846,"Horizon® 2 Keypad with Cresnet® Communications, Black Glass, Engraved",6513333,HZ2-KPCN-GLASS-B ENGRAVED,26400,220,286,0.180000000000029,440,,,,,,,,
847,"Horizon® 2 Keypad with Cresnet® Communications, White Glass",6513334,HZ2-KPCN-GLASS-W,26400,220,286,0.180000000000029,440,,,,,,,,
